OrderNumber,OrderDate,Channel,Order Quantity,Unit Price,Line Total,Unit Cost,Product Name,Product Sales,District,SubDistrict,Total Unit Cost,District Sales,SubDistrict Sales,SchoolCustomer,centroid_lat,centroid_long,rentabel,Category,Warehouse Name
SO - 0006959,2016-08-22,Distributor,8,1072.0,8576.0,621.76,Product 1,25571548.3,ЮЗАО,Академический,4974.08,14198700.3,1023063.2,ГБОУ школа № 2045,55.97860887538582,37.16623415869057,0.72,Printed products,Запад
SO - 0004258,2015-10-07,Wholesale,9,1976.5,17788.5,1067.31,Product 4,2857288.7,ВАО,Сокольники,9605.789999999999,12387402.2,731599.8,ГБОУ школа № 2045,55.97860887538582,37.16623415869057,0.85,Printed products,Север
SO - 0001054,2014-09-20,Distributor,10,3946.3,39463.0,3314.892,Product 5,17047098.1,ВАО,Соколиная Гора,33148.92,12387402.2,881338.1,ГБОУ школа № 2045,55.97860887538582,37.16623415869057,0.19,Household materials,Восток
SO - 0002021,2015-01-09,Distributor,10,174.2,1742.0,87.1,Product 6,3341216.3,САО,Коптево,871.0,13554026.3,935963.2,ГБОУ школа № 2045,55.97860887538582,37.16623415869057,1.0,Household materials,Запад
SO - 000541,2014-07-23,Distributor,6,2351.7,14110.2,1246.401,Product 5,17047098.1,ЮАО,Донской,7478.406000000001,11968129.6,709630.5,ГБОУ школа № 2045,55.97860887538582,37.16623415869057,0.89,Household materials,Север
SO - 0005062,2016-01-12,Wholesale,11,3953.0,43483.0,3320.52,Product 7,25715986.9,ЗАО,Кунцево,36525.72,12577179.7,1168098.1,ГБОУ школа № 2045,55.97860887538582,37.16623415869057,0.19,IT technology,Запад
SO - 0007710,2016-11-16,Distributor,9,2304.8,20743.2,1912.984,Product 11,20621809.4,ЗАО,Кунцево,17216.856,12577179.7,1168098.1,ГБОУ школа № 2045,55.97860887538582,37.16623415869057,0.2,Household materials,Юг
SO - 0003643,2015-07-23,Wholesale,5,1051.9,5259.5,725.811,Product 7,25715986.9,ЗАО,Проспект Вернадского,3629.0550000000003,12577179.7,632768.1,ГБОУ школа № 2045,55.97860887538582,37.16623415869057,0.45,IT technology,Восток
SO - 0001250,2014-10-16,Export,11,1815.7,19972.7,1180.205,Product 1,25571548.3,СЗАО,Северное Тушино,12982.255,12797656.6,1608623.1,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.54,Printed products,Запад
SO - 0004997,2016-01-06,Wholesale,8,2231.1,17848.8,892.44,Product 7,25715986.9,СЗАО,Покровское-Стрешнево,7139.52,12797656.6,1404527.7,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.5,IT technology,Север
SO - 0004663,2015-11-26,Wholesale,8,1065.3,8522.4,777.669,Product 1,25571548.3,СЗАО,Покровское-Стрешнево,6221.352,12797656.6,1404527.7,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.37,Printed products,Север
SO - 0003813,2015-08-12,Export,7,247.9,1735.3,163.614,Product 13,11774660.4,СЗАО,Щукино,1145.298,12797656.6,1734489.3,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.52,Printed products,Север
SO - 0007049,2016-09-01,Export,7,180.9,1266.3,141.102,Product 5,17047098.1,ЮЗАО,Северное Бутово,987.714,14198700.3,1268149.2,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.28,Household materials,Запад
SO - 000430,2014-07-10,Export,7,924.6,6472.2,665.712,Product 2,22913892.8,ЮВАО,Южнопортовый,4659.984,12250166.1,858296.8,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.39,Household materials,Север
SO - 0007435,2016-10-16,Wholesale,8,1118.9,8951.2,839.175,Product 12,3109289.1,ЮВАО,Рязанский,6713.4,12250166.1,924613.4,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.33,Printed products,Запад
SO - 0006080,2016-05-11,Distributor,7,2391.9,16743.3,1865.682,Product 11,20621809.4,ЮВАО,Рязанский,13059.774,12250166.1,924613.4,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.28,Household materials,Юг
SO - 0004256,2015-10-06,Wholesale,12,254.6,3055.2,162.944,Product 5,17047098.1,ЮВАО,Текстильщики,1955.328,12250166.1,887173.8,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.56,Household materials,Восток
SO - 0002336,2015-02-14,Distributor,9,3457.2,31114.8,1452.024,Product 7,25715986.9,ЮВАО,Текстильщики,13068.215999999999,12250166.1,887173.8,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.38,IT technology,Север
SO - 0006297,2016-06-04,Wholesale,10,3859.2,38592.0,1698.048,Product 11,20621809.4,САО,Аэропорт,16980.48,13554026.3,756001.2000000001,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.27,Household materials,Запад
SO - 0003463,2015-07-01,Wholesale,8,1139.0,9112.0,558.11,Product 1,25571548.3,САО,Молжаниновский,4464.88,13554026.3,1207266.3,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.04,Printed products,Север
SO - 000504,2014-07-19,Wholesale,9,1996.6,17969.4,1457.518,Product 14,3144263.1,САО,Бескудниковский,13117.662,13554026.3,758105.0,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.37,Printed products,Север
SO - 0004468,2015-11-03,Distributor,5,1045.2,5226.0,512.148,Product 13,11774660.4,ЦАО,Замоскворечье,2560.7400000000002,12422885.4,1432647.6,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.04,Printed products,Север
SO - 0004590,2015-11-18,Distributor,10,871.0,8710.0,688.09,Product 1,25571548.3,ЦАО,Таганский,6880.900000000001,12422885.4,1308061.1,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.27,Printed products,Север
SO - 0004579,2015-11-17,Export,10,4006.6,40066.0,1762.904,Product 11,20621809.4,ЦАО,Таганский,17629.04,12422885.4,1308061.1,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.27,Household materials,Север
SO - 0004455,2015-11-02,Wholesale,5,1051.9,5259.5,452.317,Product 2,22913892.8,ЦАО,Басманный,2261.585,12422885.4,1246226.8,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.33,Household materials,Запад
SO - 0004841,2015-12-17,Wholesale,8,3845.8,30766.4,2384.396,Product 7,25715986.9,ЦАО,Пресненский,19075.168,12422885.4,1228478.5,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.61,IT technology,Север
SO - 0005282,2016-02-07,Wholesale,5,5272.9,26364.5,2267.347,Product 1,25571548.3,ЦАО,Красносельский,11336.735,12422885.4,1109761.2,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.33,Printed products,Запад
SO - 0005304,2016-02-10,Wholesale,11,911.2,10023.2,419.152,Product 8,3215604.7,ЗАО,Филёвский Парк,4610.672,12577179.7,971868.5,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,1.17,Household materials,Запад
SO - 000197,2014-06-13,Export,9,3993.2,35938.8,2835.172,Product 14,3144263.1,ЗАО,Очаково-Матвеевское,25516.548,12577179.7,1242367.6,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.41,Printed products,Север
SO - 000991,2014-09-13,Distributor,11,6197.5,68172.5,4214.3,Product 1,25571548.3,ЗАО,Солнцево,46357.3,12577179.7,916707.4,ГБОУ школа № 1794,55.86942760130477,37.5656415456684,0.47,Printed products,Север
SO - 0003179,2015-05-28,Export,11,1708.5,18793.5,734.655,Product 12,3109289.1,СЗАО,Северное Тушино,8081.205,12797656.6,1608623.1,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,1.33,Printed products,Запад
SO - 0006517,2016-07-01,Wholesale,11,227.8,2505.8,134.402,Product 7,25715986.9,СЗАО,Митино,1478.4219999999998,12797656.6,1592623.5,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,0.69,IT technology,Север
SO - 0002230,2015-02-02,Wholesale,7,1715.2,12006.4,1149.184,Product 2,22913892.8,СЗАО,Митино,8044.288,12797656.6,1592623.5,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,0.49,Household materials,Восток
SO - 0005146,2016-01-20,Wholesale,5,971.5,4857.5,806.345,Product 7,25715986.9,ЮВАО,Печатники,4031.7250000000004,12250166.1,1183387.5,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,0.2,IT technology,Запад
SO - 0003889,2015-08-21,Wholesale,5,1882.7,9413.5,903.696,Product 2,22913892.8,ЮВАО,Рязанский,4518.4800000000005,12250166.1,924613.4,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,1.08,Household materials,Север
SO - 0005347,2016-02-14,Wholesale,8,3852.5,30820.0,3236.1,Product 7,25715986.9,ВАО,Вешняки,25888.8,12387402.2,753830.4,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,0.19,IT technology,Север
SO - 0002447,2015-02-28,Export,8,241.2,1929.6,106.128,Product 11,20621809.4,ЮАО,Нагатинский Затон,849.024,11968129.6,915789.5,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,1.27,Household materials,Запад
SO - 000603,2014-07-30,Wholesale,9,1768.8,15919.2,778.272,Product 7,25715986.9,ЦАО,Таганский,7004.448,12422885.4,1308061.1,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,1.27,IT technology,Север
SO - 0003087,2015-05-17,Distributor,8,1695.1,13560.8,915.354,Product 5,17047098.1,ЦАО,Таганский,7322.832,12422885.4,1308061.1,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,0.85,Household materials,Запад
SO - 0003735,2015-08-03,Export,7,1038.5,7269.5,664.64,Product 13,11774660.4,ЦАО,Пресненский,4652.48,12422885.4,1228478.5,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,0.56,Printed products,Север
SO - 0005641,2016-03-19,Wholesale,7,2512.5,17587.5,1457.25,Product 11,20621809.4,ЦАО,Красносельский,10200.75,12422885.4,1109761.2,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,0.72,Household materials,Север
SO - 0003036,2015-05-11,Distributor,8,194.3,1554.4,104.922,Product 1,25571548.3,ЦАО,Красносельский,839.376,12422885.4,1109761.2,ГБОУ школа № 1245,55.59962367407829,37.593759671499285,0.85,Printed products,Восток
SO - 0006401,2016-06-17,Export,12,1078.7,12944.4,776.664,Product 7,25715986.9,СЗАО,Северное Тушино,9319.968,12797656.6,1608623.1,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.39,IT technology,Запад
SO - 0007888,2016-12-07,Export,10,6425.3,64253.0,5204.493,Product 3,3066281.8,СЗАО,Строгино,52044.93000000001,12797656.6,1583538.3,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.23,IT technology,Север
SO - 0007105,2016-09-08,Wholesale,9,1025.1,9225.9,451.044,Product 5,17047098.1,СЗАО,Покровское-Стрешнево,4059.3959999999997,12797656.6,1404527.7,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,1.27,Household materials,Запад
SO - 0004426,2015-10-28,Wholesale,10,234.5,2345.0,159.46,Product 8,3215604.7,СЗАО,Покровское-Стрешнево,1594.6000000000001,12797656.6,1404527.7,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.47,Household materials,Юг
SO - 0004836,2015-12-17,Distributor,8,1701.8,13614.4,1055.116,Product 2,22913892.8,СЗАО,Куркино,8440.928,12797656.6,1700821.8,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.61,Household materials,Запад
SO - 0006773,2016-07-29,Wholesale,7,3041.8,21292.6,2555.112,Product 11,20621809.4,СЗАО,Щукино,17885.784,12797656.6,1734489.3,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.19,Household materials,Север
SO - 0006779,2016-07-30,Wholesale,8,1681.7,13453.6,706.314,Product 1,25571548.3,ЮЗАО,Ломоносовский,5650.512,14198700.3,1398497.7,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,1.38,Printed products,Восток
SO - 0001153,2014-10-01,Wholesale,6,5715.1,34290.6,4343.476,Product 2,22913892.8,ЮВАО,Печатники,26060.856,12250166.1,1183387.5,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.32,Household materials,Север
SO - 0007718,2016-11-17,Distributor,11,3953.0,43483.0,2648.51,Product 1,25571548.3,ВАО,Богородское,29133.61,12387402.2,762868.7,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.49,Printed products,Север
SO - 0006650,2016-07-16,Distributor,9,5306.4,47757.6,3130.776,Product 2,22913892.8,ВАО,Метрогородок,28176.983999999997,12387402.2,672512.5,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.69,Household materials,Север
SO - 0001553,2014-11-21,Distributor,12,5929.5,71154.0,2786.865,Product 1,25571548.3,ВАО,Северное Измайлово,33442.38,12387402.2,742520.8,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,1.13,Printed products,Север
SO - 0003910,2015-08-23,Export,8,5293.0,42344.0,2487.71,Product 13,11774660.4,ВАО,Преображенское,19901.68,12387402.2,773816.5,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,1.13,Printed products,Север
SO - 0005567,2016-03-09,Wholesale,11,1011.7,11128.7,708.19,Product 13,11774660.4,САО,Западное Дегунино,7790.09,13554026.3,912352.4,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.43,Printed products,Север
SO - 0003250,2015-06-04,Distributor,12,1159.1,13909.2,950.462,Product 11,20621809.4,САО,Дмитровский,11405.544,13554026.3,608741.9,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.22,Household materials,Север
SO - 000859,2014-08-28,Wholesale,7,247.9,1735.3,158.656,Product 7,25715986.9,ЦАО,Таганский,1110.592,12422885.4,1308061.1,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.56,IT technology,Запад
SO - 000632,2014-08-03,Distributor,8,1835.8,14686.4,1248.344,Product 11,20621809.4,ЦАО,Якиманка,9986.752,12422885.4,905230.3,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.47,Household materials,Север
SO - 0001350,2014-10-29,Export,8,187.6,1500.8,121.94,Product 10,3115647.4,ЦАО,Якиманка,975.52,12422885.4,905230.3,ГБОУ школа № 1158,55.63759332157589,37.59307458953218,0.54,Printed products,Восток
SO - 0004547,2015-11-14,Wholesale,10,1139.0,11390.0,569.5,Product 7,25715986.9,СЗАО,Строгино,5695.0,12797656.6,1583538.3,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,1.0,IT technology,Север
SO - 0004331,2015-10-16,Wholesale,7,1105.5,7738.5,585.915,Product 7,25715986.9,СЗАО,Куркино,4101.405,12797656.6,1700821.8,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,0.89,IT technology,Север
SO - 0001108,2014-09-27,Wholesale,6,1782.2,10693.2,873.278,Product 7,25715986.9,СЗАО,Куркино,5239.668,12797656.6,1700821.8,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,1.04,IT technology,Восток
SO - 0003565,2015-07-14,Distributor,11,877.7,9654.7,623.167,Product 1,25571548.3,СЗАО,Щукино,6854.837,12797656.6,1734489.3,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,0.41,Printed products,Запад
SO - 0002229,2015-02-01,Wholesale,8,2653.2,21225.6,2069.496,Product 5,17047098.1,ЮЗАО,Северное Бутово,16555.968,14198700.3,1268149.2,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,0.28,Household materials,Север
SO - 0002512,2015-03-10,Distributor,5,1031.8,5159.0,412.72,Product 7,25715986.9,ЮЗАО,Коньково,2063.6000000000004,14198700.3,1136996.7,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,1.5,IT technology,Восток
SO - 0001555,2014-11-22,Wholesale,8,871.0,6968.0,722.93,Product 1,25571548.3,ЮЗАО,Ломоносовский,5783.44,14198700.3,1398497.7,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,0.2,Printed products,Север
SO - 0005383,2016-02-19,Wholesale,7,877.7,6143.9,526.62,Product 9,9261644.49999999,ЮВАО,Южнопортовый,3686.34,12250166.1,858296.8,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,0.67,Household materials,Север
SO - 0001776,2014-12-17,Distributor,9,1916.2,17245.8,1379.664,Product 11,20621809.4,ЮВАО,Текстильщики,12416.976,12250166.1,887173.8,ГБОУ школа № 1959,55.65405184902644,37.77031921895986,0.39,Household materials,Восток
SO - 0005986,2016-04-29,Wholesale,11,3939.6,43335.6,2560.74,Product 7,25715986.9,СЗАО,Строгино,28168.14,12797656.6,1583538.3,ГБПОУ СКИСиГ,55.77460638503689,37.49896167140459,0.54,IT technology,Север
SO - 0004658,2015-11-25,Wholesale,7,2278.0,15946.0,1116.22,Product 1,25571548.3,СЗАО,Щукино,7813.54,12797656.6,1734489.3,ГБПОУ СКИСиГ,55.77460638503689,37.49896167140459,1.04,Printed products,Запад
SO - 0003972,2015-08-31,Distributor,12,1005.0,12060.0,743.7,Product 7,25715986.9,ЗАО,Дорогомилово,8924.400000000001,12577179.7,804884.4,ГБПОУ СКИСиГ,55.77460638503689,37.49896167140459,0.35,IT technology,Запад
SO - 0007315,2016-10-03,Export,8,1206.0,9648.0,844.2,Product 7,25715986.9,ЗАО,Можайский,6753.6,12577179.7,979332.3,ГБПОУ СКИСиГ,55.77460638503689,37.49896167140459,0.43,IT technology,Восток
SO - 0004345,2015-10-19,Wholesale,7,174.2,1219.4,109.746,Product 11,20621809.4,ЗАО,Фили-Давыдково,768.222,12577179.7,1035203.6,ГБПОУ СКИСиГ,55.77460638503689,37.49896167140459,0.59,Household materials,Восток
SO - 0003520,2015-07-08,Wholesale,11,1038.5,11423.5,633.485,Product 1,25571548.3,СЗАО,Строгино,6968.335,12797656.6,1583538.3,ГБПОУ ПК № 18,55.850152239681435,37.349572157663374,0.64,Printed products,Север
SO - 0002345,2015-02-15,Wholesale,12,1922.9,23074.8,1172.969,Product 1,25571548.3,ЮАО,Орехово-Борисово Южное,14075.628,11968129.6,865780.7,ГБПОУ ПК № 18,55.850152239681435,37.349572157663374,0.64,Printed products,Запад
SO - 0004535,2015-11-13,Wholesale,12,2606.3,31275.6,1798.347,Product 1,25571548.3,СЗАО,Строгино,21580.164,12797656.6,1583538.3,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,0.45,Printed products,Север
SO - 0005747,2016-04-01,Distributor,9,1206.0,10854.0,747.72,Product 7,25715986.9,СЗАО,Щукино,6729.4800000000005,12797656.6,1734489.3,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,0.61,IT technology,Восток
SO - 000112,2014-06-02,Distributor,8,6277.9,50223.2,2762.276,Product 11,20621809.4,СЗАО,Щукино,22098.208,12797656.6,1734489.3,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,1.27,Household materials,Север
SO - 0007618,2016-11-05,Export,8,2653.2,21225.6,1167.408,Product 13,11774660.4,ЮЗАО,Гагаринский,9339.264,14198700.3,1241449.7,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,1.27,Printed products,Восток
SO - 0002516,2015-03-10,Wholesale,9,5299.7,47697.3,2172.877,Product 14,3144263.1,ЮЗАО,Черёмушки,19555.893,14198700.3,932673.5,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,1.44,Printed products,Восток
SO - 0001611,2014-11-28,Export,10,2257.9,22579.0,1264.424,Product 5,17047098.1,ЮЗАО,Черёмушки,12644.24,14198700.3,932673.5,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,0.79,Household materials,Север
SO - 0005612,2016-03-15,Distributor,10,2244.5,22445.0,920.245,Product 2,22913892.8,ЮВАО,Южнопортовый,9202.45,12250166.1,858296.8,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,1.44,Household materials,Север
SO - 0004124,2015-09-21,Wholesale,9,221.1,1989.9,134.871,Product 11,20621809.4,ЮВАО,Кузьминки,1213.8390000000002,12250166.1,1034453.2,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,0.64,Household materials,Север
SO - 0005720,2016-03-30,Distributor,11,2680.0,29480.0,1608.0,Product 7,25715986.9,САО,Молжаниновский,17688.0,13554026.3,1207266.3,ГБОУ школа № 1995,55.64615856443867,37.498448384336726,0.67,IT technology,Север
SO - 0004824,2015-12-16,Wholesale,12,944.7,11336.4,576.267,Product 1,25571548.3,СЗАО,Строгино,6915.204000000001,12797656.6,1583538.3,ГБОУ ДО ДТДМ «Хорошево»,55.78386261496501,37.47962024721058,0.64,Printed products,Север
SO - 0001663,2014-12-05,Export,11,1132.3,12455.3,781.287,Product 1,25571548.3,СЗАО,Строгино,8594.157000000001,12797656.6,1583538.3,ГБОУ ДО ДТДМ «Хорошево»,55.78386261496501,37.47962024721058,0.45,Printed products,Запад
SO - 0006175,2016-05-23,Wholesale,11,261.3,2874.3,151.554,Product 7,25715986.9,ЦАО,Таганский,1667.094,12422885.4,1308061.1,ГБОУ ДО ДТДМ «Хорошево»,55.78386261496501,37.47962024721058,0.72,IT technology,Запад
SO - 0003299,2015-06-10,Wholesale,6,241.2,1447.2,151.956,Product 7,25715986.9,ЦАО,Басманный,911.7359999999999,12422885.4,1246226.8,ГБОУ ДО ДТДМ «Хорошево»,55.78386261496501,37.47962024721058,0.59,IT technology,Восток
SO - 0007810,2016-11-26,Wholesale,12,6137.2,73646.4,3498.204,Product 13,11774660.4,ЦАО,Мещанский,41978.448000000004,12422885.4,1165833.5,ГБОУ ДО ДТДМ «Хорошево»,55.78386261496501,37.47962024721058,0.75,Printed products,Запад
SO - 0002830,2015-04-19,Distributor,5,1762.1,8810.5,1339.196,Product 7,25715986.9,ЦАО,Пресненский,6695.98,12422885.4,1228478.5,ГБОУ ДО ДТДМ «Хорошево»,55.78386261496501,37.47962024721058,0.32,IT technology,Запад
SO - 0006471,2016-06-26,Wholesale,5,1159.1,5795.5,915.689,Product 2,22913892.8,СЗАО,Строгино,4578.445,12797656.6,1583538.3,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.27,Household materials,Север
SO - 000626,2014-08-02,Distributor,8,2532.6,20260.8,1089.018,Product 1,25571548.3,ЮЗАО,Обручевский,8712.144,14198700.3,1270621.5,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,1.33,Printed products,Север
SO - 0001267,2014-10-19,Export,6,1005.0,6030.0,854.25,Product 11,20621809.4,ЮЗАО,Зюзино,5125.5,14198700.3,694669.4,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.18,Household materials,Восток
SO - 0002561,2015-03-16,Wholesale,9,3825.7,34431.3,2295.42,Product 11,20621809.4,ВАО,Восточное Измайлово,20658.78,12387402.2,756959.3,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.67,Household materials,Запад
SO - 0002481,2015-03-04,Wholesale,6,2646.5,15879.0,1667.295,Product 3,3066281.8,САО,Савёловский,10003.77,13554026.3,871931.3,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.59,IT technology,Запад
SO - 0005910,2016-04-21,Wholesale,8,6552.6,52420.8,3866.034,Product 14,3144263.1,САО,Бескудниковский,30928.272,13554026.3,758105.0,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.69,Printed products,Восток
SO - 0002902,2015-04-27,Wholesale,7,1902.8,13319.6,1331.96,Product 2,22913892.8,ЮАО,Бирюлёво Западное,9323.720000000001,11968129.6,950153.8,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.43,Household materials,Запад
SO - 0005882,2016-04-17,Wholesale,8,6344.9,50759.2,3743.491,Product 13,11774660.4,ЮАО,Бирюлёво Восточное,29947.928,11968129.6,681885.8,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.69,Printed products,Восток
SO - 0006685,2016-07-19,Wholesale,9,1889.4,17004.6,1171.428,Product 11,20621809.4,ЦАО,Мещанский,10542.852,12422885.4,1165833.5,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.61,Household materials,Север
SO - 0004993,2016-01-06,Distributor,5,1105.5,5527.5,718.575,Product 7,25715986.9,ЦАО,Хамовники,3592.875,12422885.4,1238039.4,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.54,IT technology,Запад
SO - 0004622,2015-11-21,Wholesale,11,2318.2,25500.2,1947.288,Product 2,22913892.8,ЦАО,Тверской,21420.168,12422885.4,1363979.3,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,0.19,Household materials,Запад
SO - 0006945,2016-08-20,Distributor,6,3993.2,23959.2,1677.144,Product 5,17047098.1,ЗАО,Филёвский Парк,10062.864,12577179.7,971868.5,ГБПОУ «Воробьевы горы»,55.70318813816432,37.55607238926239,1.38,Household materials,Север
SO - 0002503,2015-03-09,Wholesale,8,1125.6,9004.8,765.408,Product 11,20621809.4,СЗАО,Строгино,6123.264,12797656.6,1583538.3,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.47,Household materials,Север
SO - 0008031,2016-12-25,Distributor,11,1125.6,12381.6,540.288,Product 11,20621809.4,СЗАО,Куркино,5943.168,12797656.6,1700821.8,ГБОУ школа № 224,55.835968945667254,37.486774347192956,1.08,Household materials,Север
SO - 0006460,2016-06-24,Distributor,11,1058.6,11644.6,889.224,Product 7,25715986.9,ЮВАО,Южнопортовый,9781.464,12250166.1,858296.8,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.19,IT technology,Запад
SO - 0006007,2016-05-01,Wholesale,9,1118.9,10070.1,704.907,Product 2,22913892.8,ЮВАО,Рязанский,6344.1630000000005,12250166.1,924613.4,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.59,Household materials,Восток
SO - 0004343,2015-10-18,Wholesale,7,1078.7,7550.9,647.22,Product 7,25715986.9,ВАО,Метрогородок,4530.54,12387402.2,672512.5,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.67,IT technology,Запад
SO - 0003474,2015-07-03,Distributor,7,1031.8,7222.6,804.804,Product 9,9261644.49999999,САО,Западное Дегунино,5633.628,13554026.3,912352.4,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.28,Household materials,Восток
SO - 0007122,2016-09-10,Wholesale,11,1011.7,11128.7,849.828,Product 13,11774660.4,САО,Сокол,9348.108,13554026.3,767210.3,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.19,Printed products,Запад
SO - 0004323,2015-10-16,Distributor,10,6505.7,65057.0,2927.565,Product 2,22913892.8,ЮАО,Чертаново Северное,29275.65,11968129.6,912962.1,ГБОУ школа № 224,55.835968945667254,37.486774347192956,1.22,Household materials,Север
SO - 0002044,2015-01-11,Wholesale,7,214.4,1500.8,135.072,Product 13,11774660.4,ЮАО,Чертаново Южное,945.504,11968129.6,674395.2,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.59,Printed products,Восток
SO - 0007864,2016-12-03,Distributor,7,3571.1,24997.7,2464.059,Product 7,25715986.9,ЮАО,Царицыно,17248.413,11968129.6,545989.7,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.45,IT technology,Восток
SO - 0007829,2016-11-30,Wholesale,9,2479.0,22311.0,1437.82,Product 11,20621809.4,НАО,Десёновское,12940.38,12542091.8,1033160.1,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.72,Household materials,Север
SO - 0002101,2015-01-18,Wholesale,7,1313.2,9192.4,617.204,Product 1,25571548.3,НАО,Московский,4320.428,12542091.8,1083235.9,ГБОУ школа № 224,55.835968945667254,37.486774347192956,1.13,Printed products,Восток
SO - 0007010,2016-08-28,Wholesale,7,1031.8,7222.6,577.808,Product 2,22913892.8,НАО,Внуковское,4044.656,12542091.8,1183340.6,ГБОУ школа № 224,55.835968945667254,37.486774347192956,0.79,Household materials,Север
